,content,label
3467,"['great', 'viable', 'alternative', 'nowadays']",Positive
3468,['enjoy'],Positive
3469,"['penis', 'small']",Negative
3470,"['hi', 'would', 'like', 'concert', 'let', 'know', 'city', 'country', 'i', 'll', 'start', 'work', 'thanks']",Positive
3471,"['course', 'i', 've', 'cite', 'academic', 'paper', 'feel', 'i', 've', 'arrive']",Positive
3472,['alright'],Negative
3473,"['i', 'm', 'tire', 'get', 'good', 'sleep']",Negative
3474,['go'],Negative
3475,"['cheers', 'alice']",Positive
3476,"['noone', 'live', 'drag', 'draw', 'ok']",Negative
3477,"['thank', 'much', 'kind', 'word', 'i', 'll', 'sure', 'pass', 'team']",Positive
3478,"['appreciate', 'weekly', 'update', 'weapon', 'ever', 'way', 'nowhere', 'put', 'one', 'already']",Negative
3479,"['flipkartfashionfriday', 'multicolored', 'maxi', 'dress', 'pair', 'wid', 'wedges', 'make', 'ur', 'life', 'bright', 'colorful']",Positive
3480,"['missing', 'mcg', 'rn']",Negative
3481,['yeap'],Positive
3482,"['happy', 'run', 'around', 'house', 'wear', 'h', 'shirt']",Negative
3483,"['noo', 'toni', 'deactivate']",Negative
3484,['cute'],Negative
3485,"['ff', 'ready', 'weekend', 'smile']",Positive
3486,['sweet'],Positive
3487,"['omg', 'wtf', 'people', 'apb', 'get', 'schedule', 'already', 'wish', 'us']",Negative
3488,"['feel', 'good']",Positive
3489,"['i', 'm', 'crave', 'breakfast', 'food', 'badly', 'right']",Negative
3490,"['get', 'tbh', 'p', 'ellie', 'superpower', 'live', 'i', 'm', 'happy', 'p']",Positive
3491,"['yo', 'southpaw', 'great', 'movie', 'someone', 'good', 'get', 'award', 'd']",Positive
3492,"['ur', 'nawf']",Negative
3493,"['really', 'miss']",Negative
3494,"['follow', 'follow', 'u', 'back']",Positive
3495,"['take', 'pic', 'mr', 'wong', 'confiscate', 'art', 'work']",Negative
3496,"['sorry', 'god']",Negative
3497,"['followfriday', 'top', 'new', 'follower', 'community', 'week']",Positive
3498,"['i', 've', 'stomach', 'part', 'bowel', 'remove', 'nasty', 'disease', 'tell', 'tumour', 'kidney']",Negative
3499,['daaaaaamn'],Negative
3500,"['taylor', 'crop']",Negative
3501,"['lovely', 'time', 'go', 'flow', 'workinprogress', 'love', 'choose', 'colour']",Positive
3502,"['rt', 'bailona', 'group', 'chat', 'mention', 'approve', 'fanbase']",Positive
3503,"['dem', 'free', 'tix', 'big', 'bang', 'concert']",Negative
3504,"['ahh', 'win', 'goodbye', 'stage']",Negative
3505,"['think', 'true', 'stop', 'playing', 'feeling', 'guy', 'zayniscomingbackonjuly']",Negative
3506,['lazy'],Negative
3507,"['happy', 'wonderful', 'birthday', 'love', 'beautiful', 'day', 'world']",Positive
3508,"['today', 'happy', 'day']",Positive
3509,"['looking', 'fun', 'snapchat', 'leanneriner', 'snapchat', 'kiksexting', 'porno', 'selfies', 'l', 'l', 'weloveyounamjoon', 'kiksexting']",Positive
3510,"['really', 'can', 't', 'fall', 'back', 'asleep']",Negative
3511,"['welcome', 'kfcroleplayers', 'enjoy', 'let', 'friend']",Positive
3512,"['i', 'll', 'live', 'vegetarian', 'i', 'm', 'sure', 'she', 'll', 'help']",Positive
3513,"['wooden', 'mic', 'neh']",Negative
3514,"['u', 'never', 'call']",Negative
3515,"['feelings', 'sir']",Negative
3516,"['nawwwe', 'hang', 'love', 'yes', 'yes', 'chikka', 'ug', 'kita', 'rata', 'soonest', 'mwamwa']",Negative
3517,"['starsquad', 'please', 'get', 'follow']",Positive
3518,"['hello', 'geez', 'badly', 'miss', 'precious', 'star', 'exo']",Negative
3519,"['feel', 'sick', 'stomach', 'hurt', 'i', 've', 'cry', 'night', 'can', 't', 'sleep']",Negative
3520,"['everyone', 'gonna', 'talk', 'abt', 'rat', 'boy', 'today', 'bc']",Negative
3521,"['cup', 'empty', 'd']",Positive
3522,"['followfriday', 'top', 'engage', 'member', 'community', 'week']",Positive
3523,['tagal'],Negative
3524,[],Negative
3525,"['hahaha', 'support', 'song', 'alot', 'ppl', 'say', 'good', 'infinite', 'vs', 'ah']",Negative
3526,"['nothing', 'like', 'little', 'team', 'photo', 'thursday', 'smile', 'even']",Positive
3527,"['enjoy', 'photo', 'mom', 'baby']",Positive
3528,"['haha', 'bed', 'cake']",Negative
3529,['fback'],Positive
3530,"['sketchbook', 'art', 'love', 'wilde', 'drawing', 'hair', 'turn', 'pretty', 'cool', 'd', 'art', 'hair', 'colors', 'colorpencils', 'cray']",Positive
3531,"['nothing', 'bad']",Negative
3532,"['wish', 'go', 'vidcon']",Negative
3533,"['want', 'game', 'last', 'nintendo', 'buy', 'wii']",Negative
3534,"['miss', 'vegas']",Negative
3535,"['think', 'shes', 'busy']",Negative
3536,"['dadas', 'uh', 'iphone', 'na', 'pic']",Negative
3537,"['stats', 'day', 'arrive', 'new', 'follower', 'unfollowers', 'via']",Positive
3538,"['easier', 'say']",Negative
3539,"['get', 'bed', 'yet']",Positive
3540,"['hey', 'here', 's', 'invite', 'join', 'scope', 'influencer']",Positive
3541,['morning'],Positive
3542,"['thanks', 'support']",Positive
3543,"['brother', 'get', 'piss']",Negative
3544,"['feel', 'like', 'eat', 'unagi', 'sudden']",Negative
3545,"['jgh', 'go', 'bayan', 'd', 'bye']",Positive
3546,"['leeds', 'wanna', 'see', 'live']",Negative
3547,"['thanks', 'follow', 'kind', 'word', 'd', 'likewise', 'hand', 'lettering', 'real', 'art']",Positive
3548,"['another', 'thankyou', 'debbie', 'carol', 'thanks', 'see', 'record', 'number', 'patient', 'discharge', 'lounge', 'yesterday', 'great']",Positive
3549,"['mom', 'far', 'away']",Negative
3550,"['get', 'fuck', 'outta', 'd']",Positive
3551,"['forget', 'wake', 'babysit', 'stay', 'late', 'w', 'jacob', 'last', 'night', 'im', 'tired']",Negative
3552,"['supreme', 'court', 'even', 'give', 'decision', 'sunny', 'leon', 'virgin', 'p']",Positive
3553,"['dry', 'start', 'wales', 'wait', 'duck', 'overtake', 'motorway']",Positive
3554,['poor'],Negative
3555,"['listening', 'back', 'old', 'show', 'know', 'i', 'm', 'weird', 'get', 'u', 'leave', 'might', 'give', 'pale', 'imitation']",Negative
3556,"['ty', 'av', 'gd', 'wknd', 'u', 'n', 'tweet']",Positive
3557,"['points', 'dreamteam', 'gooo', 'bailey', 'pbb', 'gold']",Positive
3558,['halsey'],Positive
3559,"['ims', 'osad']",Negative
3560,"['yes', 'course', 'teampositive']",Positive
3561,"['people', 'need', 'talk', 'kama', 'hawako', 'around', 'waa', 'kimaaaaaani', 'prisssss']",Negative
3562,"['find', 'path', 'firmansyahbl']",Positive
3563,"['i', 'm', 'hungry', 'cant', 'make', 'food', 'since', 'brother', 'sleep', 'living', 'room']",Negative
3564,"['ur', 'crazy', 'af', 'hurt', 'much', 'bc', 'u', 'know', 'shit', 'aint', 'real', 'edit']",Negative
3565,"['tyas', 'mind', 'refollow']",Negative
3566,['surreal'],Positive
3567,"['good', 'luck', 'wait', 'egypt', 'd']",Positive
3568,"['ya', 'gue', 'report']",Negative
3569,"['sc', 'longe']",Negative
3570,"['lot', 'rarer', 'life', 'twitter']",Positive
3571,"['find', 'flight', 'home', 'hour', 'long']",Negative
3572,['get'],Positive
3573,"['love', 'much', 'beli', 'eve', 'wi', 'll', 'follow', 'please', 'follow', 'please', 'justi', 'n', 'x']",Negative
3574,"['office', 'today']",Positive
3575,"['am', 'slept']",Negative
3576,"['please', 'ask', 'upvotes']",Negative
3577,"['thanks', 'follow']",Positive
3578,['ernie'],Negative
3579,"['thank', 'much']",Positive
3580,['love'],Negative
3581,"['stats', 'day', 'arrive', 'new', 'follower', 'unfollowers', 'via']",Positive
3582,"['stats', 'day', 'arrive', 'new', 'follower', 'unfollowers', 'via']",Positive
3583,"['always', 'part', 'part', 'defenitely', 'p']",Positive
3584,"['looked', 'shock', 'omgggg', 'yall', 'deserve']",Negative
3585,"['listening', 'rick', 'ross', 'feel', 'like', 'ball', 'knowing', 'damn', 'well', 'wallet', 'hella', 'empty']",Negative
3586,"['feel', 'like', 'shirt', 'familiar']",Negative
3587,"['always', 'fall', 'asleep', 'early', 'i', 'm', 'texting', 'someone']",Negative
3588,"['wonder', 'drop', 'phone', 'last', 'time', 'damage', 'wifi', 'cause', 'can', 't', 'enable', 'anymore', 'otter', 'protection', 'case']",Negative
3589,['delve'],Positive
3590,"['still', 'fully', 'intend', 'write', 'many', 'game', 'design', 'possible', 'attack', 'plan', 'next', 'month', 'd']",Positive
3591,"['tell', 'i', 'm', 'become', 'bit', 'bish', 'maybe']",Negative
3592,"['like', 'video', 'subs', 'plz']",Negative
3593,['pleasure'],Positive
3594,[],Negative
3595,"['cute', 'look', 'fabulous']",Positive
3596,"['thanks', 'info']",Positive
3597,"['noo', 'he', 's', 'random', 'person', 'class']",Negative
3598,"['lol', 'morning', 'wet', 'hey', 'friday']",Positive
3599,"['morning', 'u', 'today', 'u', 'got', 'plan', 'lazy', 'i', 'm', 'still', 'bed', 'toast', 'fresh', 'coffee', 'great', 'fridayfunday']",Positive
3600,"['know', 'vine']",Negative
3601,['cool'],Positive
3602,"['busy', 'productive', 'day', 'fill', 'tear', 'hour', 'hour', 'laughter', 'today', 'good', 'day']",Positive
3603,"['oh', 'wow', 'beautiful', 'tom']",Positive
3604,"['be', 'shak', 'p']",Positive
3605,"['send', 'fiver', 'towards', 'new', 'striker', 'get', 'one', 'without', 'sakho', 'threat', 'goalscorer', 'fine']",Negative
3606,"['exit', 'get', 'maccies', 'breakfast', 'minute', 'late', 'get', 'burger', 'cheese', 'bite']",Negative
3607,"['deantd', 'justgotkanekified']",Negative
3608,"['happy', 'friyay', 'happy', 'follower', 'xxx']",Positive
3609,"['gutted', 'one', 'people', 'able', 'finally', 'meet']",Negative
3610,"['ready', 'weekend', 'race', 'track', 'saturday', 'dad', 'work', 'picnic', 'sunday', 'monday', 'hock', 'hill', 'mamma']",Positive
3611,"['talking', 'one', 'person', 'two', 'conversations']",Positive
3612,"['visit', 'robbenisland', 'cultural', 'experience', 'try', 'whale', 'watch', 'aquatic', 'safari', 'either', 'great']",Positive
3613,"['want', 'protect', 'relationship', 'others', 'i', 'll', 'talk', 'ppl', 'need', 'know', 'awesome']",Positive
3614,"['awesome', 'thanks', 'much', 'help']",Positive
3615,"['oh', 'dear']",Negative
3616,['nextweek'],Positive
3617,"['mess', 'big', 'time']",Negative
3618,"['oppa', 'hug', 'ur', 'arm', 'like']",Negative
3619,"['haha', 'aw', 'miss', 'see', 'agessss']",Negative
3620,"['joke', 'headline', 'friend', 'pls', 'dn', 't', 'brk', 'heart']",Negative
3621,"['battery', 'life', 'please']",Negative
3622,"['literally', 'three', 'lounge', 'event', 'much', 'turn', 'i', 'm', 'sad']",Negative
3623,"['kik', 'abligaverins', 'kik', 'hornykik', 'photooftheday', 'kikchat', 'likeforlike', 'indiemusic', 'sexygirlbypreciouslemmy']",Negative
3624,"['that', 's', 'shocking', 'can', 't', 'people', 'live', 'let', 'live', 'sometimes', 'despair', 'world', 'hope', 'ok']",Negative
3625,"['girl', 'stand', 'front', 'boy', 'ask', 'love', 'all', 'time', 'favorite', 'quote', 'julia', 'robert', 'movie', 'haha']",Positive
3626,"['send', 'one', 'please', 'wont', 'expose', 'roast']",Positive
3627,"['great', 'start', 'se', 'leaders', 'shin', 'light', 'good', 'business']",Positive
3628,"['hey', 'james', 'odd', 'please', 'call', 'contact', 'centre', 'able', 'assist', 'many', 'thanks']",Positive
3629,"['happy', 'friday', 'excite', 'plan', 'weekend', 'winter', 'ball', 'falklands']",Positive
3630,"['feytyaz', 'follback', 'ya']",Positive
3631,"['feel', 'bad', 'helmy']",Negative
3632,"['party', 's', 'goodbye', 'stage']",Negative
3633,"['yeeeeah', 'd']",Positive
3634,"['idea', 'ure', 'say']",Negative
3635,"['make', 'stuff', 'tonight', 'streamer', 'felt', 'really', 'nice', 'get', 'creative', 'juice', 'flow', 'havent']",Positive
3636,"['chinas', 'actually', 'girl', 'homosexual', 'love', 'either', 'way', 'd', 'hyungbot']",Positive
3637,"['freaking', 'cat', 'cuddle']",Negative
3638,"['followed', 'thanks', 'please', 'followed']",Negative
3639,"['mean', 'offer']",Negative
3640,"['hey', 'paul', 'great', 'day']",Positive
3641,['lana'],Negative
3642,"['wake', 'sound', 'rain', 'hit', 'tent', 'yay']",Positive
3643,['thanks'],Positive
3644,"['ishal', 'mi']",Negative
3645,"['great', 'end', 'work', 'week', 'sunshine', 'low', 'humidity', 'changes', 'weekend', 'details']",Positive
3646,['sure'],Positive
3647,"['please', 'help', 'find', 'baby', 'goat', 'steal', 'chilton', 'mother', 'cry', 'fee']",Negative
3648,['cute'],Negative
3649,"['need', 'stop', 'hardheaded']",Negative
3650,"['valentine', 'et', 'al', 'find', 'r', 'ships', 'btwn', 'homo', 'biphobic', 'comment', 'certain', 'discipline', 'incl', 'european', 'langs', 'lit', 'education', 'fresherstofinals']",Negative
3651,"['i', 'm', 'sure', 'would', 'sad', 'see', 'go', 'thapelo', 'op']",Negative
3652,"['actually', 'try', 'blend', 'really', 'good', 'also', 'good', 'health', 'benefit']",Positive
3653,"['also', 'want', 'craving', 'fr', 'donut']",Negative
3654,"['hi', 'jenna', 'ask', 'bellybutton', 'innie', 'outie']",Positive
3655,"['luv', 'u', 'p', 'talk', 'looooong', 'time']",Negative
3656,"['save', 'money', 'use', 'good', 'way', 'money', 'money', 'good', 'life', 'fun', 'nice', 'day']",Positive
3657,"['i', 'm', 'confuse', 'put', 'inital', 'location', 'ubericecream', 'ask', 'location', 'destination']",Negative
3658,"['i', 'm', 'bore', 'one', 'ubusy', 'le', 'fifa']",Negative
3659,"['sure', 'need', 'firm', 'stuff', 'diary', 'let', 'know', 'potentially', 'august']",Positive
3660,"['agree', 'phone', 'wifi', 'lifestyle', 'qatarday']",Positive
3661,"['haha', 'd']",Positive
3662,['brilliant'],Positive
3663,"['greekcrisis', 'greeks', 'leave', 'work', 'abroad', 'give', 'light', 'word', 'remain', 'dark']",Negative
3664,"['sissi', 'make', 'tote', 'bag', 'birthday', 'use', 'time', 'slowly', 'breaking', 'make', 'really', 'sad']",Negative
3665,"['t', 'shirt', 'd', 'awesome']",Positive
3666,"['look', 'forward', 'hour', 'shift', 'today']",Positive
3667,"['goodnight', 'hayli']",Positive
3668,"['sucky', 'saturday']",Negative
3669,"['there', 's', 'certain', 'group', 'fandom', 'na', 'mahilig', 'mam', 'bully', 'bakit']",Negative
3670,"['goosnight', 'everyone', 'love', 'u']",Positive
3671,"['unfortunately', 'i', 'm', 'sorry', 'say', 'thrilled', 'hear', 'love', 'sound', 'product', 'smell', 'amaze']",Positive
3672,"['frighten', 'case', 'really', 'get']",Negative
3673,"['stats', 'day', 'arrive', 'new', 'follower', 'unfollowers', 'via']",Positive
3674,['cry'],Negative
3675,"['randomly', 'book', 'ticket', 'go', 'buckinghampalace', 'can', 't', 'wait', 'good']",Positive
3676,"['goodbye', 'stage', 'miss']",Negative
3677,"['since', 'model', 'stop', 'stock', 'boot', 'can', 't', 'get', 'can', 't', 'even', 'order', 'online', 'tell', 'unsafe']",Negative
3678,"['we', 're', 'glad', 'discover', 'us', 'let', 'us', 'know', 'question']",Positive
3679,"['good', 'morning', 'kimmy']",Positive
3680,"['probably', 'yes', 'p']",Positive
3681,['thanks'],Positive
3682,"['hope', 'bb', 'get', 'proper', 'rest', 'soon']",Negative
3683,"['feeling', 'unhappy', 'today']",Negative
3684,"['aw', 'use', 'photo']",Negative
3685,"['happy', 'friday']",Positive
3686,"['thanks', 'hope', 'great', 'friday', 'morning', 'far']",Positive
3687,"['know', 'disappointed']",Negative
3688,"['can', 't', 'see', 'say', 'ice', 'cream', 'uber', 'app', 'set', 'location']",Negative
3689,"['hi', 'wonder', 'marmite', 'cheese', 'spread', 'back', 'stock', 'many', 'thanks']",Positive
3690,['late'],Negative
3691,"['derek', 'like', 'tour', 'visit', 'wetherspoons', 'pubs', 'across', 'uk', 'get', 'police', 'contact', 'h', 'hope', 'ok']",Negative
3692,"['go', 'zumba', 'somewhere', 'else', 'please', 'study']",Negative
3693,"['hope', 'person', 'jail']",Negative
3694,"['nooo', 'break', 'soo', 'amazing', 'togheter']",Negative
3695,"['seventh', 'spot', 'na', 'lang', 'otwolgrandtrailer']",Negative
3696,"['call', 'visit', 'double', 'check', 'thanks', 'beth']",Positive
3697,"['also', 'dream', 'joe', 'want', 'hug', 'tell', 'cute']",Negative
3698,"['hahahahahahahahahahahahahaha', 'dying', 'literally', 'front', 'like']",Positive
3699,"['smart', 'handshome', 'cute', 'juga', 'd']",Positive
3700,"['can', 't', 'sleep', 'someone', 'talk']",Negative
3701,"['sticker', 'come', 'sponsor', 'prize', 'entry', 'tablet']",Positive
3702,"['hi', 'bam', 'follow', 'bestfriend', 'love', 'lot', 'see', 'warsaw', 'love', 'x']",Positive
3703,"['dude', 'arent', 'u', 'answer', 'msg']",Negative
3704,"['guy', 'great', 'weekend']",Positive
3705,"['fun', 'osaka', 'super', 'junior', 'would', 'lovely', 'watch', 'comeback', 'stage', 'though']",Negative
3706,"['home', 'time', 'today', 'dublin']",Negative
3707,"['zzzz', 'miss', 'stop']",Negative
3708,"['thanks', 'geoff']",Positive
3709,"['true', 'shit']",Positive
3710,"['hope', 'great', 'success', 'waiting', 'release', 'korea']",Positive
3711,['morning'],Positive
3712,['followed'],Positive
3713,"['ripped', 'skirt', 'hurt', 'back', 'im', 'injure', 'lol']",Negative
3714,"['tykk', 'sin', 'videosta', 'sub', 'special', 'e', 'paysafecard', 'giveaway', 'lue', 'desc']",Positive
3715,"['matsu', 'bouzu', 'notice', 'something', 'skin', 'color', 'like', 'horse', 'd', 'haha']",Positive
3716,"['poor', 'boy']",Negative
3717,"['mm', 'lovely', 'day']",Negative
3718,"['thanks', 'zy', 'let', 's', 'friend', 'yaa']",Positive
3719,"['school', 'work']",Negative
3720,['rain'],Negative
3721,"['gamer', 'follow', 'train', 'follow', 'retweet', 'follow', 'retweeted', 'gain', 'active', 'follower']",Positive
3722,"['wru', 'scissors']",Negative
3723,"['really', 'cutie', 'd']",Positive
3724,"['stats', 'week', 'arrive', 'new', 'follower', 'unfollowers', 'via']",Positive
3725,"['im', 'screenshotting', 'im', 'proud']",Negative
3726,"['ahm', 'i', 've', 'never', 'london', 'holiday', 'outside', 'ireland', 'nearly', 'year', 'never', 'get', 'chance', 'cash', 'go']",Negative
3727,"['hack', 'go', 'size', 'yrs', 'ago', 'go', 'size', 'size', 'hate']",Negative
3728,"['that', 's', 'shame', 'really', 'enjoy', 'tweet', 'bullying', 'ashamed', 'ihatesomepeople']",Negative
3729,"['w', 'kurta', 'mom', 'half', 'number', 'd', 'wsalelove']",Positive
3730,"['good', 'lol', 'see', 'feel', 'night', 'p']",Positive
3731,"['loop', 'bad', 'news', 'people', 'provide', 'feedback', 'though']",Negative
3732,"['jsut', 'end']",Negative
3733,"['hi', 'carly', 'we', 'd', 'happily', 'back', 'us', 'contract', 'end', 'kw']",Positive
3734,"['hi', 'would', 'like', 'concert', 'let', 'know', 'city', 'country', 'i', 'll', 'start', 'work', 'thanks']",Positive
3735,"['wtf', 'wrong', 'people', 'shoot', 'movie', 'theater', 'smh', 'damn', 'people', 'cant', 'even', 'live', 'good', 'life']",Negative
3736,"['thanks', 'someone', 'maybe', 'look', 'case', 'fast', 'totally', 'fuck', 'mad', 'expensive']",Negative
3737,"['foot', 'cold', 'point', 'take', 'sock', 'okay', 'stop']",Negative
3738,"['hour', 'travel', 'time', 'ugh']",Negative
3739,"['im', 'standing', 'always', 'belieber', 'bcause', 'die']",Positive
3740,"['i', 'm', 'inactive']",Negative
3741,"['good', 'morning', 'thank', 'rts', 'follow', 'mention', 'favorite', 'convos', 'sharing', 'rescoops', 'keep', 'good', 'work', 'great', 'day']",Positive
3742,"['snapchat', 'leanneriner', 'snapchat', 'hornykik', 'loveofmylife', 'dmme', 'pussy', 'newmusic', 'sexo']",Negative
3743,"['docopenhagen', 'horse']",Negative
3744,"['u', 'welcome']",Positive
3745,"['tiring', 'week', 'nathanielhinanakit']",Negative
3746,"['whens', 'album', 'come']",Negative
3747,"['get', 'sleep', 'medicine', 'imma', 'till', 'pm', 'tomorrow', 'take']",Negative
3748,"['go', 'america', 'man', 'r', 'p', 'victim', 'louisiana']",Negative
3749,"['follow', 'follow', 'u', 'back']",Positive
3750,"['baggage', 'claim', 'final', 'goodbye', 'new', 'plane', 'friend']",Negative
3751,['okay'],Negative
3752,"['need', 'get', 'photo', 'take', 'licence', 'weekend', 'rly', 'bad', 'acne', 'along', 'chin', 'forehead']",Negative
3753,"['hi', 'skye', 'i', 'm', 'sorry', 'hear', 'dm', 'store', 'please', 'name', 'description', 'colleague', 'please']",Negative
3754,"['one', 'irresistible', 'flipkartfashionfriday']",Positive
3755,"['sad', 'story', 'broh']",Negative
3756,"['followfriday', 'top', 'influencers', 'community', 'week']",Positive
3757,"['last', 'night']",Positive
3758,"['here', 's', 'life', 'lesson', 'teach', 'kid', 'weekend']",Positive
3759,"['yep', 'can', 't', 'sleep']",Negative
3760,"['beloved', 'grandmother']",Negative
3761,"['nice', 'tee', 'man']",Positive
3762,"['louisiana', 'cinema', 'shooting', 'mass', 'shooting', 'happen', 'regularly', 'us', 'sympathis', 'victim', 'family']",Negative
3763,"['yeah', 'sad', 'life']",Negative
3764,"['yeah', 'try', 'look', 'x']",Positive
3765,"['please', 'follow', 'conno', 'i', 'm', 'late', 'time', 'zone', 'could', 'freak', 'never', 'see']",Negative
3766,"['hey', 'please', 'check', 'final', 'design']",Positive
3767,"['wish', 'us', 'could', 'change']",Negative
3768,"['wanna', 'skate', 'raining']",Negative
3769,"['meet', 'michael', 'hug', 'tight', 'talk', 'tell', 'he', 's', 'important', 'love', 'much', 'make', 'smile', 'd']",Positive
3770,"['care', 'chu', 'tell', 'remember']",Positive
3771,"['live', 'younow', 'jonah', 'jareddddd']",Positive
3772,['vidcon'],Negative
3773,"['congrats', 'roy', 'd']",Positive
3774,"['yeahh', 'good', 'day']",Positive
3775,"['need', 'teenchoice', 'choiceinternationalartist', 'superjunior']",Positive
3776,"['nba', 'k', 'mypark', 'chronicles', 'gryph', 'volume', 'click', 'aqui', 'd']",Positive
3777,"['fuck', 'comma', 'future']",Positive
3778,"['welcome', 'family']",Positive
3779,"['woaah', 'chris', 'brown']",Negative
3780,"['yes', 'hddcs', 'also', 'favourite', 'salman', 'khan', 'movie', 'eternal', 'case', 'watch', 'pthht']",Positive
3781,"['cry', 'hakhakhak', 't', 't']",Positive
3782,"['askip', 't', 'existes', 'pas']",Negative
3783,"['stats', 'week', 'arrive', 'new', 'follower', 'unfollowers', 'via']",Positive
3784,"['rip', 'heath', 'ledger']",Negative
3785,"['elmhurst', 'fc', 'i', 'll', 'always', 'etid']",Negative
3786,"['fback', 'indo', 'harmos']",Positive
3787,"['ariana', 'grande', 'selena', 'gomez', 'louis', 'tomlinson', 'rita', 'liam', 'payne', 'caradelevingne', 'trade', 'solo', 'dm']",Positive
3788,"['wrong', 'turn', 'amaze', 'movie', 'bro']",Positive
3789,"['gfriend', 'look', 'cute']",Negative
3790,"['every', 'way', 'like', 'jess']",Positive
3791,"['please', 'leave']",Negative
3792,"['unfortunately', 'sorry']",Negative
3793,"['someone', 'niall', 'layout', 'give']",Negative
3794,"['ok', 'rich', 'kid', 'give']",Negative
3795,"['also', 'gl', 'tonight', 's', 'show', 'd']",Positive
3796,"['yesss', 'thank', 'd']",Positive
3797,['alone'],Negative
3798,"['hi', 'back']",Positive
3799,"['hi', 'peter', 'we', 've', 'pen', 'year', 'can', 't', 'get', 'there', 's', 'even', 'spar', 'office', 'anymore', 'either']",Negative
3800,"['gorgeous', 'queen', 'god']",Positive
3801,"['give', 'yet', 'receive', 'le', 'ok', 'lng', 'siguro', 'un', 'kesa', 'give', 'yet', 'receive', 'nothing']",Positive
3802,"['rest', 'peace', 'mo']",Negative
3803,"['last', 'day', 'week', 'october', 'nd']",Negative
3804,"['thanks', 'hun', 'shame', 'one', 'sxrew', 'end', 'come', 'dissappeared', 'alot', 'swap', 'around', 'bleed', 'place']",Negative
3805,"['one', 'would', 'awesome', 'well', 'either', 'even', 'd']",Positive
3806,"['hi', 'brian', 'i', 'll', 'get', 'ship', 'today', 'take', 'week', 'australia', 'many', 'thanks']",Positive
3807,"['nope', 'hueeeee']",Negative
3808,"['senpai', 'look', 'buttsex']",Negative
3809,"['dear', 'plz', 'post', 'creation', 'public', 'without', 'permission', 'amtired', 'tell', 'every']",Negative
3810,"['yeah', 'shogi', 'take', 'blameshoghicp']",Negative
3811,"['u', 'old']",Negative
3812,"['popular', 'charismatic', 'man', 'he', 'thrive', 'long', 'economy', 'n', 'bubble', 'burst', 'georgie']",Positive
3813,"['team', 'gishwhes', 'exclude', 'unless', 'find', 'someone', 'else']",Negative
3814,"['i', 'm', 'tire', 'wtf']",Negative
3815,"['online', 'please']",Negative
3816,"['cheap', 'printing', 'world', 'looking', 'regular', 'printer', 'country', 'close', 'nz', 'ireland', 'drop', 'ship', 'printer']",Positive
3817,"['aftie', 'p']",Positive
3818,"['never', 'show', 'much']",Positive
3819,"['great', 'view', 'shame', 'weather', 'though']",Negative
3820,"['wait', 'gone', 'literally']",Negative
3821,"['today', 'damn', 'slow', 'check', 'time', 'hours', 'late', 'sigh']",Negative
3822,"['hey', 'survive', 'train', 'd']",Positive
3823,"['sometimes', 'be', 's', 'like', 'yo', 'follow', 'someone', 'day', 'late', 'realise', 'they', 're', 'problematic', 'fuck', 'life']",Negative
3824,"['matt', 'would', 'say', 'welcome', 'adulthood']",Positive
3825,"['stats', 'week', 'arrive', 'new', 'follower', 'unfollowers', 'via']",Positive
3826,"['london', 'baby', 'toptravelcentar', 'ttctop', 'lux', 'luxurytravel', 'beograd', 'srbija', 'travel', 'putovanja']",Positive
3827,"['thank', 'tricky', 'bt', 'v', 'important', 'subject']",Positive
3828,"['sad', 'moment', 'u', 'r', 'leave', 'two', 'day']",Negative
3829,"['indeed', 'many', 'thanks']",Positive
3830,"['online', 'day', 'ago', 'like', 'notifs', 'day', 'dammit', 'stop', 'guy', 'lol', 'jk', 'u']",Negative
3831,"['i', 'm', 'help']",Negative
3832,"['haw', 'phela', 'look', 'like', 'mom', 'obviously', 'look', 'like']",Positive
3833,"['thanks', 'helen', 'keep', 'touch', 'ever', 'want', 'filming', 'blood', 'service', 'know']",Positive
3834,"['people', 'change', 'always', 'good']",Negative
3835,"['check', 'new', 'article', 'blog', 'app', 'terrific']",Positive
3836,"['wrecking', 'head', 'night', 'try', 'make', 'decision', 'sleep', 'know', 'say', 'nope', 'still', 'confuse', 'gahhh']",Negative
3837,"['musical', 'human', 'genius', 'stromae']",Positive
3838,"['made', 'cajun', 'chicken', 'spiced', 'couscous', 'dinner', 'yum', 'cajunchicken', 'couscous', 'food', 'dinner']",Positive
3839,"['i', 'm', 'active', 'i', 'm', 'near', 'make', 'account', 'private', 'd']",Positive
3840,"['everytime', 'look', 'clock', 'something', 'weird', 'happens', 'finish', 'cough', 'blood', 'start', 'nice']",Positive
3841,"['gutted', 'never', 'go', 'distant', 'worlds', 'london', 'i', 'm', 'well', 'long']",Negative
3842,"['want', 'icon', 'selfie', 'jack']",Negative
3843,"['hello', 'n', 'america', 'california', 'usa', 'dear', 'friend', 'thank', 'follow']",Positive
3844,"['day', 'til', 'start', 'work', 'get', 'quite', 'excite']",Positive
3845,"['need', 'investigate']",Negative
3846,"['sigh', 'dreamily', 'pout', 'come', 'bath', 'eye', 'quacketyquack']",Positive
3847,"['pinkfinite', 'huhu']",Negative
3848,"['heiyo', 'visit', 'website', 'free', 'coins', 'ball', 'pool', 'thanks', 'd']",Positive
3849,['offend'],Negative
3850,"['best', 'photobomb', 'd', 'pic']",Positive
